24 19 18
25 22 21
26 23 20
6 3 0
7 4 1
8 5 2
35 32 29
34 31 28
33 30 27

51 48 45
52 49 46
53 50 47
6 7 8
3 4 5
0 1 2
44 40 41
43 38 39
42 36 37
9 10 11
12 13 14
15 16 17
51 48 45

24 25 26
51 52 53

45 46 47
33 34 35

27 28 29
37 39 41

42 43 44
18 21 20

17 14 11
33 30 27

15 12 9
24 19 18
