10,-1
108,-1
114,-1
119,-1
12,-1
123,-1
125,-1
127,-1
13,-1
130,-1
131,-1
132,-1
133,-1
134,-1
135,-1
136,-1
137,-1
138,-1
139,-1
14,-1
140,-1
141,-1
142,-1
143,-1
144,-1
145,-1
146,-1
147,-1
148,-1
149,-1
150,-1
151,-1
152,-1
153,-1
154,-1
155,-1
156,-1
157,-1
158,-1
159,-1
21,-1
23,-1
24,-1
34,-1
35,-1
41,-1
42,-1
46,-1
49,-1
50,-1
56,-1
57,-1
60,-1
65,-1
7,-1
70,-1
72,-1
73,-1
74,-1
75,-1
84,-1
88,-1
90,-1
92,-1
59,0
105,1
58,1
121,2
29,3
44,3
89,3
104,4
28,4
43,4
120,5
26,5
27,5
0,6
87,6
103,7
118,8
64,9
80,9
66,10
95,10
111,11
126,11
67,11
19,12
81,12
20,13
36,13
51,13
96,13
97,13
112,14
37,14
52,14
82,15
5,16
6,16
98,16
113,17
22,17
68,18
69,19
71,20
38,21
39,21
53,21
54,22
25,23
40,23
55,23
8,24
9,25
11,26
48,27
63,27
47,28
62,28
45,29
61,29
18,30
33,30
16,31
17,31
32,31
15,32
30,32
31,32
3,33
4,33
2,34
1,35
109,36
110,36
128,37
94,37
78,38
79,38
124,39
93,40
129,41
77,41
122,42
106,43
107,43
91,43
76,44
115,45
116,46
117,47
99,48
100,49
101,50
102,50
83,51
85,52
86,53
